GeneID	Symbol	Description	log2FC	Pvalue
113115	MTFR2	mitochondrial fission regulator 2	1.336	4.338
25902	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	2.056	11.954
4547	MTTP	microsomal triglyceride transfer protein	3.505	3.803
4586	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming	4.069	8.081
4593	MUSK	muscle associated receptor tyrosine kinase	-2.056	3.096
4084	MXD1	MAX dimerization protein 1	-1.242	4.265
4601	MXI1	MAX interactor 1, dimerization protein	-1.059	6.877
25878	MXRA5	matrix remodeling associated 5	1.041	2.342
255275	MYADML2	myeloid associated differentiation marker like 2	2.578	3.569
4605	MYBL2	MYB proto-oncogene like 2	1.983	5.813
4606	MYBPC2	myosin binding protein C2	-1.247	2.888
4609	MYC	MYC proto-oncogene, bHLH transcription factor	1.745	7.483
26579	MYEOV	myeloma overexpressed	2.308	5.205
22989	MYH15	myosin heavy chain 15	-1.349	3.02
80022	MYO15B	myosin XVB	-1.007	4.352
53904	MYO3A	myosin IIIA	-1.829	2.744
127294	MYOM3	myomesin 3	1.429	2.74
51237	MZB1	marginal zone B and B1 cell specific protein	-1.246	2.14
440145	MZT1	mitotic spindle organizing protein 1	1.341	7.637
27163	NAAA	N-acylethanolamine acid amidase	-1.41	5.398
10003	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2	-1.183	2.733
10004	NAALADL1	N-acetylated alpha-linked acidic dipeptidase like 1	-1.792	5.805
27112	NALF2	NALCN channel auxiliary factor 2	1.347	2.919
140838	NANP	N-acetylneuraminic acid phosphatase	1.347	6.83
4674	NAP1L2	nucleosome assembly protein 1 like 2	-1.438	2.08
55226	NAT10	N-acetyltransferase 10	1.005	7.702
9027	NAT8	N-acetyltransferase 8 (putative)	-2.431	2.225
51471	NAT8B	N-acetyltransferase 8B (putative, gene/pseudogene)	-1.836	4.03
26960	NBEA	neurobeachin	-1.53	3.444
55672	NBPF1	NBPF member 1	-1.216	5.366
100288346	NCAM1-AS1	NCAM1 antisense RNA1	-1.102	2.007
64151	NCAPG	non-SMC condensin I complex subunit G	1.023	2.951
54892	NCAPG2	non-SMC condensin II complex subunit G2	1.188	5.092
23397	NCAPH	non-SMC condensin I complex subunit H	1.057	3.331
23413	NCS1	neuronal calcium sensor 1	1.719	5.856
56901	NDUFA4L2	NDUFA4 mitochondrial complex associated like 2	1.292	2.266
100132273	NDUFA6-DT	NDUFA6 divergent transcript	-1.033	4.672
10529	NEBL	nebulette	1.743	7.318
100128511	NEBL-AS1	NEBL antisense RNA 1	1.315	3.89
81607	NECTIN4	nectin cell adhesion molecule 4	1.231	2.44
55247	NEIL3	nei like DNA glycosylase 3	1.173	3.489
4751	NEK2	NIMA related kinase 2	1.108	2.877
341676	NEK5	NIMA related kinase 5	1.445	6.155
51497	NELFCD	negative elongation factor complex member C/D	1.128	7.409
129807	NEU4	neuraminidase 4	-1.371	2.142
9148	NEURL1	neuralized E3 ubiquitin protein ligase 1	-1.37	2.045
50674	NEUROG3	neurogenin 3	-2.373	4.62
374987	NEXN-AS1	NEXN antisense RNA 1	1.215	2.62
4778	NFE2	nuclear factor, erythroid 2	1.521	2.169
9603	NFE2L3	NFE2 like bZIP transcription factor 3	2.267	10.434
79849	NHERF4	NHERF family PDZ scaffold protein 4	-1.388	2.655
22795	NID2	nidogen 2	1.232	4.782
107986389	NIHCOLE	ncRNA involved in NHEJ oncogenic ligation efficiency	5.209	9.283
348938	NIPAL4	NIPA like domain containing 4	1.679	3.284
85407	NKD1	NKD inhibitor of WNT signaling pathway 1	2.028	2.658
85409	NKD2	NKD inhibitor of WNT signaling pathway 2	2.385	5.228
105416157	NKILA	NF-kappaB interacting lncRNA	1.522	3.629
284353	NKPD1	NTPase KAP family P-loop domain containing 1	1.282	2.962
55922	NKRF	NFKB repressing factor	1.052	6.432
91662	NLRP12	NLR family pyrin domain containing 12	1.455	3.158
4828	NMB	neuromedin B	1.271	4.915
4830	NME1	NME/NM23 nucleoside diphosphate kinase 1	1.216	7.373
344887	NMRAL2P	NmrA like redox sensor 2, pseudogene	-1.398	2.361
10874	NMU	neuromedin U	2.277	5.947
10316	NMUR1	neuromedin U receptor 1	-1.013	3.029
4826	NNAT	neuronatin	1.597	5.052
4837	NNMT	nicotinamide N-methyltransferase	1.634	2.731
4846	NOS3	nitric oxide synthase 3	1.322	4.681
4854	NOTCH3	notch receptor 3	1.394	4.37
4855	NOTCH4	notch receptor 4	1.11	4.139
147111	NOTUM	notum, palmitoleoyl-protein carboxylesterase	4.567	7.872
50507	NOX4	NADPH oxidase 4	3.371	9.855
64106	NPFFR1	neuropeptide FF receptor 1	2.633	7.452
10360	NPM3	nucleophosmin/nucleoplasmin 3	1.02	3.28
8431	NR0B2	nuclear receptor subfamily 0 group B member 2	1.541	3.081
4306	NR3C2	nuclear receptor subfamily 3 group C member 2	-1.363	2.58
2494	NR5A2	nuclear receptor subfamily 5 group A member 2	-1.035	2.591
105376541	NRIP3-DT	NRIP3 divergent transcript	-1.284	2.314
8828	NRP2	neuropilin 2	1.433	4.546
284958	NT5DC4	5'-nucleotidase domain containing 4	1.269	4.628
50863	NTM	neurotrimin	1.243	2.354
9423	NTN1	netrin 1	-1.29	2.266
4923	NTSR1	neurotensin receptor 1	3.022	5.181
84955	NUDCD1	NudC domain containing 1	1.309	8.696
83540	NUF2	NUF2 component of NDC80 kinetochore complex	1.519	4.479
26747	NUFIP1	nuclear FMR1 interacting protein 1	1.265	8.052
389643	NUGGC	nuclear GTPase, germinal center associated	-1.697	3.135
57495	NWD2	NACHT and WD repeat domain containing 2	-2.012	4.302
120406	NXPE2	neurexophilin and PC-esterase domain family member 2	-1.779	2.405
11247	NXPH4	neurexophilin 4	2.105	3
29107	NXT1	nuclear transport factor 2 like export factor 1	1.165	4.873
4948	OCA2	OCA2 melanosomal transmembrane protein	2.381	3.735
54959	ODAM	odontogenic, ameloblast associated	3.289	6.036
25903	OLFML2B	olfactomedin like 2B	1.772	3.849
4973	OLR1	oxidized low density lipoprotein receptor 1	3.746	12.813
9480	ONECUT2	one cut homeobox 2	1.835	3.331
4978	OPCML	opioid binding protein/cell adhesion molecule like	1.039	2.314
143503	OR51E1	olfactory receptor family 51 subfamily E member 1	1.556	3.35
23594	ORC6	origin recognition complex subunit 6	1.708	6.779
5008	OSM	oncostatin M	2.772	7.483
92736	OTOP2	otopetrin 2	-4.597	7.282
347741	OTOP3	otopetrin 3	-4.99	4.143
78990	OTUB2	OTU deubiquitinase, ubiquitin aldehyde binding 2	1.321	3.764
51633	OTUD6B	OTU deubiquitinase 6B	1.038	5.039
161725	OTUD7A	OTU deubiquitinase 7A	-1.162	3.588
5013	OTX1	orthodenticle homeobox 1	3.271	4.533
5016	OVGP1	oviductal glycoprotein 1	1.015	4.499
27199	OXGR1	oxoglutarate receptor 1	1.578	2.465
5021	OXTR	oxytocin receptor	1.826	6.333
5023	P2RX1	purinergic receptor P2X 1	-1.253	3.104
5025	P2RX4	purinergic receptor P2X 4	-1.001	4.084
9127	P2RX6	purinergic receptor P2X 6	-1.311	3.569
5028	P2RY1	purinergic receptor P2Y1	-1.33	2.896
27334	P2RY10	P2Y receptor family member 10	-1.248	3.398
64805	P2RY12	purinergic receptor P2Y12	-1.47	3.155
5030	P2RY4	pyrimidinergic receptor P2Y4	-2.067	2.52
286530	P2RY8	P2Y receptor family member 8	-1.076	3.339
283208	P4HA3	prolyl 4-hydroxylase subunit alpha 3	2.744	8.279
55248	PACC1	proton activated chloride channel 1	1.168	6.963
29993	PACSIN1	protein kinase C and casein kinase substrate in neurons 1	-1.098	2.895
11240	PADI2	peptidyl arginine deiminase 2	-1.467	2.178
5050	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3	1.055	4.598
55824	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	-1.174	6.036
10606	PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	1.085	5.129
27143	PALD1	phosphatase domain containing paladin 1	1.385	4.486
342979	PALM3	paralemmin 3	1.642	2.343
51678	PALS2	protein associated with LIN7 2, MAGUK p55 family member	1.323	4.354
101927423	PANO1	proapoptotic nucleolar protein 1	1.184	6.451
9060	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	-1.087	3.377
124222	PAQR4	progestin and adipoQ receptor family member 4	1.512	6.31
54852	PAQR5	progestin and adipoQ receptor family member 5	-1.235	3.374
25849	PARM1	prostate androgen-regulated mucin-like protein 1	-1.162	2.502
55010	PARPBP	PARP1 binding protein	1.012	3.263
29780	PARVB	parvin beta	1.099	2.564
5079	PAX5	paired box 5	-1.703	2.421
5083	PAX9	paired box 9	1.998	3.326
64081	PBLD	phenazine biosynthesis like protein domain containing	-1.183	2.478
83259	PCDH11Y	protocadherin 11 Y-linked	-2.551	2.564
27253	PCDH17	protocadherin 17	1.659	7.347
56126	PCDHB10	protocadherin beta 10	1.203	2.626
56122	PCDHB14	protocadherin beta 14	1.141	3.138
57717	PCDHB16	protocadherin beta 16	1.741	2.567
56127	PCDHB9	protocadherin beta 9	2.077	3.981
5105	PCK1	phosphoenolpyruvate carboxykinase 1	-1.482	2.645
26577	PCOLCE2	procollagen C-endopeptidase enhancer 2	-2.537	5.326
542767	PCOTH	prostate and testis expressed opposite C1QTNF9B and MIPEP	1.03	3.315
5121	PCP4	Purkinje cell protein 4	3.227	2.471
5125	PCSK5	proprotein convertase subtilisin/kexin type 5	-1.3	3.262
255738	PCSK9	proprotein convertase subtilisin/kexin type 9	1.918	3.92
84306	PDCD2L	programmed cell death 2 like	1.044	6.564
27250	PDCD4	programmed cell death 4	-1.182	4.322
282997	PDCD4-AS1	PDCD4 antisense RNA 1	-1.252	4.931
10846	PDE10A	phosphodiesterase 10A	1.306	3.805
5145	PDE6A	phosphodiesterase 6A	-2.291	3.058
5151	PDE8A	phosphodiesterase 8A	-1.003	6.815
5152	PDE9A	phosphodiesterase 9A	-1.537	4.099
5155	PDGFB	platelet derived growth factor subunit B	1.075	2.741
80310	PDGFD	platelet derived growth factor D	-1.111	2.429
5159	PDGFRB	platelet derived growth factor receptor beta	1.292	4.886
5166	PDK4	pyruvate dehydrogenase kinase 4	-1.244	2.528
9260	PDLIM7	PDZ and LIM domain 7	1.579	4.446
10630	PDPN	podoplanin	2.186	6.698
3651	PDX1	pancreatic and duodenal homeobox 1	3.821	10.241
100034743	PDZK1P1	PDZ domain containing 1 pseudogene 1	-1.33	2.319
100506115	PELATON	plaque enriched lncRNA in atherosclerotic and inflammatory bowel macrophage regulation	2.037	8.77
84808	PERM1	PPARGC1 and ESRR induced regulator, muscle 1	1.443	2.886
55670	PEX26	peroxisomal biogenesis factor 26	-1.34	7.521
5203	PFDN4	prefoldin subunit 4	1.269	5.67
5228	PGF	placental growth factor	1.409	3.331
572558	PGM5-AS1	PGM5 antisense RNA 1	-1.735	2.378
5241	PGR	progesterone receptor	-1.25	2.951
644844	PHGR1	proline, histidine and glycine rich 1	-1.567	2.852
22822	PHLDA1	pleckstrin homology like domain family A member 1	2.046	6.788
7262	PHLDA2	pleckstrin homology like domain family A member 2	1.107	2.956
23035	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	-1.748	7.04
196500	PIANP	PILR alpha associated neural protein	-1.289	3.628
138162	PIERCE1	piercer of microtubule wall 1	1.444	4.119
128344	PIFO	primary cilia formation	1.984	3.631
80235	PIGZ	phosphatidylinositol glycan anchor biosynthesis class Z	-1.171	3.215
5294	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	-1.051	3.097
114780	PKD1L2	polycystin 1 like 2 (gene/pseudogene)	-1.709	2.874
5570	PKIB	cAMP-dependent protein kinase inhibitor beta	-1.805	3.078
9088	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1	1.63	5.03
63876	PKNOX2	PBX/knotted 1 homeobox 2	-1.107	2.517
5317	PKP1	plakophilin 1	1.846	2.252
26279	PLA2G2D	phospholipase A2 group IID	-1.751	2.87
123745	PLA2G4E	phospholipase A2 group IVE	1.992	5.021
54979	PLAAT2	phospholipase A and acyltransferase 2	-2.032	3.774
11145	PLAAT3	phospholipase A and acyltransferase 3	1.331	2.793
51316	PLAC8	placenta associated 8	-1.466	2.034
5326	PLAGL2	PLAG1 like zinc finger 2	1.127	4.453
5328	PLAU	plasminogen activator, urokinase	1.905	7.812
23236	PLCB1	phospholipase C beta 1	1.178	2.072
5333	PLCD1	phospholipase C delta 1	-1.282	5.061
113026	PLCD3	phospholipase C delta 3	-1.247	3.773
51196	PLCE1	phospholipase C epsilon 1	-1.29	3.906
100128054	PLCE1-AS1	PLCE1 antisense RNA 1	-1.302	3.596
5336	PLCG2	phospholipase C gamma 2	-1.132	3.306
23228	PLCL2	phospholipase C like 2	-1.509	4.906
57664	PLEKHA4	pleckstrin homology domain containing A4	1.322	3.225
51054	PLEKHA8P1	pleckstrin homology domain containing A8 pseudogene 1	1.364	5.912
58473	PLEKHB1	pleckstrin homology domain containing B1	1.27	2.684
25894	PLEKHG4	pleckstrin homology and RhoGEF domain containing G4	1.153	3.147
84069	PLEKHN1	pleckstrin homology domain containing N1	1.923	5.526
79949	PLEKHS1	pleckstrin homology domain containing S1	1.609	3.557
5346	PLIN1	perilipin 1	-2.768	7.483
5347	PLK1	polo like kinase 1	1.122	3.281
196051	PLPP4	phospholipid phosphatase 4	2.369	3.637
5358	PLS3	plastin 3	1.237	4.832
100861550	PLUT	PDX1 associated lncRNA, upregulator of transcription	4.735	6.798
5365	PLXNB3	plexin B3	1.417	2.168
5366	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	1.517	7.353
56937	PMEPA1	prostate transmembrane protein, androgen induced 1	1.726	4.412
29944	PNMA3	PNMA family member 3	-1.343	2.523
56902	PNO1	partner of NOB1 homolog	1.07	9.808
5368	PNOC	prepronociceptin	-1.71	3.794
80339	PNPLA3	patatin like phospholipase domain containing 3	1.743	2.721
375775	PNPLA7	patatin like phospholipase domain containing 7	-1.071	2.579
79883	PODNL1	podocan like 1	1.5	4.294
5420	PODXL	podocalyxin like	1.146	6.637
79070	POGLUT2	protein O-glucosyltransferase 2	1.182	6.838
10721	POLQ	DNA polymerase theta	1.013	2.454
51082	POLR1D	RNA polymerase I and III subunit D	1.316	3.515
10940	POP1	POP1 homolog, ribonuclease P/MRP subunit	1.242	6.624
10631	POSTN	periostin	1.2	2.792
5450	POU2AF1	POU class 2 homeobox associating factor 1	-1.497	2.895
5457	POU4F1	POU class 4 homeobox 1	1.612	2.214
5462	POU5F1B	POU class 5 homeobox 1B	2.487	6.15
11281	POU6F2	POU class 6 homeobox 2	2.742	2.369
5464	PPA1	inorganic pyrophosphatase 1	1.06	7.096
10891	PPARGC1A	PPARG coactivator 1 alpha	-1.322	2.793
5471	PPAT	phosphoribosyl pyrophosphate amidotransferase	1.283	6.018
51645	PPIL1	peptidylprolyl isomerase like 1	1.047	8.529
57460	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent 1H	1.705	8.97
5521	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta	-1.429	3.653
649179	PRAMENP	PRAME N-terminal like, pseudogene	-1.882	3.438
440556	PRDM16-DT	PRDM16 divergent transcript	-1.442	2.68
105379152	PRDM6-AS1	PRDM6 antisense RNA 1	1.166	2.401
9588	PRDX6	peroxiredoxin 6	-1.02	6.051
101928673	PRDX6-AS1	PRDX6 antisense RNA 1	-1.248	3.724
283487	PRECSIT	p53 regulated carcinoma associated Stat3 activating long intergenic non-protein coding transcript	2.502	11.004
10650	PRELID3A	PRELI domain containing 3A	1.033	3.403
145270	PRIMA1	proline rich membrane anchor 1	-1.906	2.43
5579	PRKCB	protein kinase C beta	-1.132	2.727
5591	PRKDC	protein kinase, DNA-activated, catalytic subunit	1.147	5.904
5593	PRKG2	protein kinase cGMP-dependent 2	-2.213	3.68
10196	PRMT3	protein arginine methyltransferase 3	1.102	7.718
5629	PROX1	prospero homeobox 1	1.198	3.226
5630	PRPH	peripherin	-1.685	2.046
284338	PRR19	proline rich 19	1.036	4.562
80164	PRR36	proline rich 36	2.068	3.025
80758	PRR7	proline rich 7, synaptic	1.887	8.841
112476	PRRT2	proline rich transmembrane protein 2	-1.002	2.291
5396	PRRX1	paired related homeobox 1	1.738	5.111
64063	PRSS22	serine protease 22	2.494	4.909
260429	PRSS33	serine protease 33	3.491	6.45
167681	PRSS35	serine protease 35	1.472	2.886
221191	PRSS54	serine protease 54	1.526	6.111
29968	PSAT1	phosphoserine aminotransferase 1	1.975	6.046
5723	PSPH	phosphoserine phosphatase	1.224	7.748
11251	PTGDR2	prostaglandin D2 receptor 2	-1.433	5.107
5732	PTGER2	prostaglandin E receptor 2	-1.019	2.608
5734	PTGER4	prostaglandin E receptor 4	-1.051	5.116
389791	PTGES2-AS1	PTGES2 antisense RNA 1 (head to head)	1.472	3.627
5743	PTGS2	prostaglandin-endoperoxide synthase 2	1.562	2.347
5745	PTH1R	parathyroid hormone 1 receptor	-1.17	2.029
5754	PTK7	protein tyrosine kinase 7 (inactive)	1.396	3.546
5764	PTN	pleiotrophin	-1.093	2.352
11156	PTP4A3	protein tyrosine phosphatase 4A3	2.233	7.556
5783	PTPN13	protein tyrosine phosphatase non-receptor type 13	1.179	2.493
5790	PTPRCAP	protein tyrosine phosphatase receptor type C associated protein	-1.176	4.215
5794	PTPRH	protein tyrosine phosphatase receptor type H	-1.286	3.292
5801	PTPRR	protein tyrosine phosphatase receptor type R	-1.443	2.705
54517	PUS7	pseudouridine synthase 7	1.473	7.79
5820	PVT1	Pvt1 oncogene	1.544	5.622
7837	PXDN	peroxidasin	1.228	4.27
5827	PXMP2	peroxisomal membrane protein 2	-1.168	3.567
5831	PYCR1	pyrroline-5-carboxylate reductase 1	1.262	4.196
65263	PYCR3	pyrroline-5-carboxylate reductase 3	1.126	6.374
149628	PYHIN1	pyrin and HIN domain family member 1	-1.118	2.801
140902	R3HDML	R3H domain containing like	1.267	2.556
51715	RAB23	RAB23, member RAS oncogene family	1.403	5.343
11031	RAB31	RAB31, member RAS oncogene family	1.154	3.275
9609	RAB36	RAB36, member RAS oncogene family	1.279	3.833
326624	RAB37	RAB37, member RAS oncogene family	-1.074	2.653
116442	RAB39B	RAB39B, member RAS oncogene family	-1.337	3.257
29127	RACGAP1	Rac GTPase activating protein 1	1.056	4.436
10635	RAD51AP1	RAD51 associated protein 1	1.177	4.313
25788	RAD54B	RAD54 homolog B	1.545	7.575
8438	RAD54L	RAD54 like	1.05	3.087
8480	RAE1	ribonucleic acid export 1	1.05	7.366
154064	RAET1L	retinoic acid early transcript 1L	3.912	5.749
10267	RAMP1	receptor activity modifying protein 1	2.719	7.452
91608	RASL10B	RAS like family 10 member B	2.728	6.131
5933	RBL1	RB transcriptional corepressor like 1	1.19	4.892
11030	RBPMS	RNA binding protein, mRNA processing factor	1.03	3.183
10231	RCAN2	regulator of calcineurin 2	-1.16	2.683
5954	RCN1	reticulocalbin 1	1.233	7.521
9401	RECQL4	RecQ like helicase 4	1.316	4.321
92840	REEP6	receptor accessory protein 6	1.411	3.285
5967	REG1A	regenerating family member 1 alpha	2.86	4.337
768211	RELL1	RELT like 1	-1.009	5.27
79785	RERGL	RERG like	-1.93	2.242
54884	RETSAT	retinol saturase	-1.098	3.053
5983	RFC3	replication factor C subunit 3	1.718	8.125
6003	RGS13	regulator of G protein signaling 13	-1.964	3.788
6004	RGS16	regulator of G protein signaling 16	1.711	6.484
5999	RGS4	regulator of G protein signaling 4	1.604	2.668
8787	RGS9	regulator of G protein signaling 9	-1.127	2.151
440712	RHEX	regulator of hemoglobinization and erythroid cell expansion	-1.305	2.453
114822	RHPN1	rhophilin Rho GTPase binding protein 1	1.856	5.607
78998	RHPN1-AS1	RHPN1 antisense RNA 1 (head to head)	1.885	4.714
79608	RIC3	RIC3 acetylcholine receptor chaperone	-1.595	3.89
83547	RILP	Rab interacting lysosomal protein	-1.152	4.494
284716	RIMKLA	ribosomal modification protein rimK like family member A	-1.362	2.901
8767	RIPK2	receptor interacting serine/threonine kinase 2	1.325	8.613
53820	RIPPLY3	ripply transcriptional repressor 3	2.578	3.986
151393	RMDN2	regulator of microtubule dynamics 2	-1.018	3.429
6036	RNASE2	ribonuclease A family member 2	1.228	2.703
10535	RNASEH2A	ribonuclease H2 subunit A	1.186	5.105
7732	RNF112	ring finger protein 112	-1.148	2.271
54941	RNF125	ring finger protein 125	-1.01	2.1
220441	RNF152	ring finger protein 152	-1.757	5.835
138065	RNF183	ring finger protein 183	2.177	5.465
54894	RNF43	ring finger protein 43	1.356	3.377
6092	ROBO2	roundabout guidance receptor 2	2.053	5.244
23322	RPGRIP1L	RPGRIP1 like	1.214	7.75
200916	RPL22L1	ribosomal protein L22 like 1	1.742	6.089
10799	RPP40	ribonuclease P/MRP subunit p40	1.284	7.304
6241	RRM2	ribonucleotide reductase regulatory subunit M2	1.427	4.375
23223	RRP12	ribosomal RNA processing 12 homolog	1.172	7.047
23212	RRS1	ribosome biogenesis regulator 1 homolog	1.169	5.698
340419	RSPO2	R-spondin 2	-2.057	2.338
51750	RTEL1	regulator of telomere elongation helicase 1	1.148	4.084
100533107	RTEL1-TNFRSF6B	RTEL1-TNFRSF6B readthrough (NMD candidate)	1.874	6.246
80183	RUBCNL	rubicon like autophagy enhancer	1.482	3.597
154661	RUNDC3B	RUN domain containing 3B	-1.424	3.586
861	RUNX1	RUNX family transcription factor 1	1.112	6.048
6261	RYR1	ryanodine receptor 1	-1.188	4.015
6282	S100A11	S100 calcium binding protein A11	1.578	8.303
6273	S100A2	S100 calcium binding protein A2	3.356	7.556
6279	S100A8	S100 calcium binding protein A8	1.743	3.672
6280	S100A9	S100 calcium binding protein A9	1.93	4.621
6286	S100P	S100 calcium binding protein P	1.616	2.092
6289	SAA2	serum amyloid A2	2.042	2.368
57167	SALL4	spalt like transcription factor 4	3.229	8.914
161394	SAMD15	sterile alpha motif domain containing 15	1.043	3.011
89958	SAPCD2	suppressor APC domain containing 2	1.535	4.139
388228	SBK1	SH3 domain binding kinase 1	1.568	3.602
286133	SCARA5	scavenger receptor class A member 5	-1.978	2.872
91179	SCARF2	scavenger receptor class F member 2	1.098	2.364
6319	SCD	stearoyl-CoA desaturase	1.832	5.777
85477	SCIN	scinderin	-1.586	3.684
101929705	SCIRT	stem cell inhibitory RNA transcript	3.437	7.411
6322	SCML1	Scm polycomb group protein like 1	1.07	4.517
6340	SCNN1G	sodium channel epithelial 1 subunit gamma	-2.074	2.083
9805	SCRN1	secernin 1	1.062	2.019
6344	SCTR	secretin receptor	-1.496	3.57
80274	SCUBE1	signal peptide, CUB domain and EGF like domain containing 1	-1.387	2.794
57758	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2	-1.246	2.074
222663	SCUBE3	signal peptide, CUB domain and EGF like domain containing 3	1.657	2.21
27111	SDCBP2	syndecan binding protein 2	-1.502	3.209
23541	SEC14L2	SEC14 like lipid binding 2	1.505	3.186
284904	SEC14L4	SEC14 like lipid binding 4	4.705	9.187
89866	SEC16B	SEC16 homolog B, endoplasmic reticulum export factor	1.082	2.824
6398	SECTM1	secreted and transmembrane 1	-1.38	2.429
6401	SELE	selectin E	3.189	8.336
8991	SELENBP1	selenium binding protein 1	-1.401	3.226
6403	SELP	selectin P	1.104	2.234
57556	SEMA6A	semaphorin 6A	-1.033	2.346
101927233	SEMA6A-AS1	SEMA6A antisense RNA 1	-1.004	2.487
105379132	SEMA6A-AS2	SEMA6A antisense RNA 2	-1.116	2.674
80031	SEMA6D	semaphorin 6D	-1.487	2.733
1731	SEPTIN1	septin 1	-1.113	4.321
51156	SERPINA10	serpin family A member 10	2.313	2.979
5267	SERPINA4	serpin family A member 4	2.438	2.741
6906	SERPINA7	serpin family A member 7	2.413	3.111
5268	SERPINB5	serpin family B member 5	2.484	3.643
5054	SERPINE1	serpin family E member 1	3.009	6.697
5270	SERPINE2	serpin family E member 2	1.138	3.164
871	SERPINH1	serpin family H member 1	1.251	6.624
26470	SEZ6L2	seizure related 6 homolog like 2	1.082	3.019
6424	SFRP4	secreted frizzled related protein 4	3.982	11.243
84251	SGIP1	SH3GL interacting endocytic adaptor 1	1.069	3.061
6446	SGK1	serum/glucocorticoid regulated kinase 1	-1.288	4.246
10110	SGK2	serum/glucocorticoid regulated kinase 2	-1.221	3.933
151648	SGO1	shugoshin 1	1.175	3.879
100874028	SGO1-AS1	SGO1 antisense RNA 1	1.314	4.51
284948	SH2D6	SH2 domain containing 6	-2.294	2.815
646892	SH2D7	SH2 domain containing 7	-2.09	2.072
100505839	SH3PXD2A-AS1	SH3PXD2A antisense RNA 1	2.173	3.581
285590	SH3PXD2B	SH3 and PX domains 2B	1.166	6.303
79628	SH3TC2	SH3 domain and tetratricopeptide repeats 2	2.4	7.012
79801	SHCBP1	SHC binding and spindle associated 1	1.397	5.123
6469	SHH	sonic hedgehog signaling molecule	1.545	5.588
387914	SHISA2	shisa family member 2	2.426	6.329
348378	SHISAL2A	shisa like 2A	-1.039	2.098
6472	SHMT2	serine hydroxymethyltransferase 2	1.001	4.745
57477	SHROOM4	shroom family member 4	1.67	8.027
946	SIGLEC6	sialic acid binding Ig like lectin 6	-1.385	3.717
27181	SIGLEC8	sialic acid binding Ig like lectin 8	-1.426	3.811
6493	SIM2	SIM bHLH transcription factor 2	4.773	13.736
51804	SIX4	SIX homeobox 4	1.902	4.894
221150	SKA3	spindle and kinetochore associated complex subunit 3	1.938	6.178
57823	SLAMF7	SLAM family member 7	-1.442	3.605
89886	SLAMF9	SLAM family member 9	-1.336	3.237
6556	SLC11A1	solute carrier family 11 member 1	2.702	9.968
109729184	SLC12A5-AS1	SLC12A5 and MMP9 antisense RNA 1	1.42	2.571
105375430	SLC12A9-AS1	SLC12A9 antisense RNA 1	1.265	3.955
64849	SLC13A3	solute carrier family 13 member 3	2.921	6.679
6563	SLC14A1	solute carrier family 14 member 1 (Kidd blood group)	-1.215	4.028
100506392	SLC16A1-AS1	SLC16A1 antisense RNA 1	1.076	3.095
9122	SLC16A4	solute carrier family 16 member 4	1.065	2.788
10050	SLC17A4	solute carrier family 17 member 4	-2.235	4.711
57030	SLC17A7	solute carrier family 17 member 7	-1.631	3.493
246213	SLC17A8	solute carrier family 17 member 8	-2.61	4.487
63910	SLC17A9	solute carrier family 17 member 9	1.384	3.435
6505	SLC1A1	solute carrier family 1 member 1	-1.136	2.737
6512	SLC1A7	solute carrier family 1 member 7	1.872	2.513
5003	SLC22A18AS	SLC22A18 antisense RNA	-1.156	4.272
63027	SLC22A23	solute carrier family 22 member 23	-1.075	4.182
6581	SLC22A3	solute carrier family 22 member 3	2.322	6.779
6584	SLC22A5	solute carrier family 22 member 5	-1.31	5.909
9963	SLC23A1	solute carrier family 23 member 1	-1.465	3.229
284723	SLC25A34	solute carrier family 25 member 34	-1.758	4.579
110806303	SLC25A34-AS1	SLC25A34 and TMEM82 antisense RNA 1	-1.662	5.099
1836	SLC26A2	solute carrier family 26 member 2	-2.39	4.583
1811	SLC26A3	solute carrier family 26 member 3	-2.261	3.094
28965	SLC27A6	solute carrier family 27 member 6	-2.198	2.919
64078	SLC28A3	solute carrier family 28 member 3	1.302	2.139
2030	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)	1.122	2.567
6518	SLC2A5	solute carrier family 2 member 5	-1.177	3.811
105374476	SLC2A9-AS1	SLC2A9 antisense RNA 1	-1.323	3.424
55532	SLC30A10	solute carrier family 30 member 10	-2.762	4.331
7780	SLC30A2	solute carrier family 30 member 2	1.82	2.76
340146	SLC35D3	solute carrier family 35 member D3	3.903	6.177
159371	SLC35G1	solute carrier family 35 member G1	-1.284	7.064
